lambda nm,X,Y,Z
671.4,8.43E-02,3.25E-02,0.00E+00
671.5,8.37E-02,3.23E-02,0.00E+00
671.6,8.32E-02,3.21E-02,0.00E+00
671.7,8.26E-02,3.18E-02,0.00E+00
671.8,8.21E-02,3.16E-02,0.00E+00
671.9,8.16E-02,3.14E-02,0.00E+00
672,8.10E-02,3.12E-02,0.00E+00
672.1,8.05E-02,3.10E-02,0.00E+00
672.2,8.00E-02,3.08E-02,0.00E+00
672.3,7.94E-02,3.06E-02,0.00E+00
672.4,7.89E-02,3.04E-02,0.00E+00
672.5,7.84E-02,3.02E-02,0.00E+00
672.6,7.79E-02,3.00E-02,0.00E+00
672.7,7.74E-02,2.98E-02,0.00E+00
672.8,7.69E-02,2.96E-02,0.00E+00
672.9,7.64E-02,2.94E-02,0.00E+00
673,7.59E-02,2.92E-02,0.00E+00
673.1,7.54E-02,2.90E-02,0.00E+00
673.2,7.49E-02,2.88E-02,0.00E+00
673.3,7.44E-02,2.86E-02,0.00E+00
673.4,7.39E-02,2.84E-02,0.00E+00
673.5,7.34E-02,2.83E-02,0.00E+00
673.6,7.29E-02,2.81E-02,0.00E+00
673.7,7.24E-02,2.79E-02,0.00E+00
673.8,7.19E-02,2.77E-02,0.00E+00
673.9,7.15E-02,2.75E-02,0.00E+00
674,7.10E-02,2.73E-02,0.00E+00
674.1,7.05E-02,2.71E-02,0.00E+00
674.2,7.01E-02,2.70E-02,0.00E+00
674.3,6.96E-02,2.68E-02,0.00E+00
674.4,6.91E-02,2.66E-02,0.00E+00
674.5,6.87E-02,2.64E-02,0.00E+00
674.6,6.82E-02,2.62E-02,0.00E+00
674.7,6.78E-02,2.61E-02,0.00E+00
674.8,6.73E-02,2.59E-02,0.00E+00
674.9,6.68E-02,2.57E-02,0.00E+00
675,6.64E-02,2.55E-02,0.00E+00
675.1,6.60E-02,2.54E-02,0.00E+00
675.2,6.55E-02,2.52E-02,0.00E+00
675.3,6.51E-02,2.50E-02,0.00E+00
675.4,6.46E-02,2.49E-02,0.00E+00
675.5,6.42E-02,2.47E-02,0.00E+00
675.6,6.38E-02,2.45E-02,0.00E+00
675.7,6.33E-02,2.44E-02,0.00E+00
675.8,6.29E-02,2.42E-02,0.00E+00
675.9,6.25E-02,2.40E-02,0.00E+00
676,6.21E-02,2.39E-02,0.00E+00
676.1,6.16E-02,2.37E-02,0.00E+00
676.2,6.12E-02,2.35E-02,0.00E+00
676.3,6.08E-02,2.34E-02,0.00E+00
676.4,6.04E-02,2.32E-02,0.00E+00
676.5,6.00E-02,2.31E-02,0.00E+00
676.6,5.96E-02,2.29E-02,0.00E+00
676.7,5.92E-02,2.27E-02,0.00E+00
676.8,5.88E-02,2.26E-02,0.00E+00
676.9,5.84E-02,2.24E-02,0.00E+00
677,5.80E-02,2.23E-02,0.00E+00
677.1,5.76E-02,2.21E-02,0.00E+00
677.2,5.72E-02,2.20E-02,0.00E+00
677.3,5.68E-02,2.18E-02,0.00E+00
677.4,5.64E-02,2.17E-02,0.00E+00
677.5,5.60E-02,2.15E-02,0.00E+00
677.6,5.56E-02,2.14E-02,0.00E+00
677.7,5.53E-02,2.12E-02,0.00E+00
677.8,5.49E-02,2.11E-02,0.00E+00
677.9,5.45E-02,2.09E-02,0.00E+00
678,5.41E-02,2.08E-02,0.00E+00
678.1,5.38E-02,2.06E-02,0.00E+00
678.2,5.34E-02,2.05E-02,0.00E+00
678.3,5.30E-02,2.04E-02,0.00E+00
678.4,5.27E-02,2.02E-02,0.00E+00
678.5,5.23E-02,2.01E-02,0.00E+00
678.6,5.19E-02,1.99E-02,0.00E+00
678.7,5.16E-02,1.98E-02,0.00E+00
678.8,5.12E-02,1.97E-02,0.00E+00
678.9,5.09E-02,1.95E-02,0.00E+00
679,5.05E-02,1.94E-02,0.00E+00
679.1,5.02E-02,1.93E-02,0.00E+00
679.2,4.98E-02,1.91E-02,0.00E+00
679.3,4.95E-02,1.90E-02,0.00E+00
679.4,4.91E-02,1.89E-02,0.00E+00
679.5,4.88E-02,1.87E-02,0.00E+00
679.6,4.84E-02,1.86E-02,0.00E+00
679.7,4.81E-02,1.85E-02,0.00E+00
679.8,4.78E-02,1.83E-02,0.00E+00
679.9,4.74E-02,1.82E-02,0.00E+00
680,4.71E-02,1.81E-02,0.00E+00
680.1,4.68E-02,1.80E-02,0.00E+00
680.2,4.65E-02,1.78E-02,0.00E+00
680.3,4.61E-02,1.77E-02,0.00E+00
680.4,4.58E-02,1.76E-02,0.00E+00
680.5,4.55E-02,1.75E-02,0.00E+00
680.6,4.52E-02,1.73E-02,0.00E+00
680.7,4.49E-02,1.72E-02,0.00E+00
680.8,4.45E-02,1.71E-02,0.00E+00
680.9,4.42E-02,1.70E-02,0.00E+00
681,4.39E-02,1.68E-02,0.00E+00
681.1,4.36E-02,1.67E-02,0.00E+00
681.2,4.33E-02,1.66E-02,0.00E+00
681.3,4.30E-02,1.65E-02,0.00E+00
681.4,4.27E-02,1.64E-02,0.00E+00
681.5,4.24E-02,1.63E-02,0.00E+00
681.6,4.21E-02,1.61E-02,0.00E+00
681.7,4.18E-02,1.60E-02,0.00E+00
681.8,4.15E-02,1.59E-02,0.00E+00
681.9,4.12E-02,1.58E-02,0.00E+00
682,4.09E-02,1.57E-02,0.00E+00
682.1,4.06E-02,1.56E-02,0.00E+00
682.2,4.03E-02,1.55E-02,0.00E+00
682.3,4.00E-02,1.54E-02,0.00E+00
682.4,3.98E-02,1.52E-02,0.00E+00
682.5,3.95E-02,1.51E-02,0.00E+00
682.6,3.92E-02,1.50E-02,0.00E+00
682.7,3.89E-02,1.49E-02,0.00E+00
682.8,3.86E-02,1.48E-02,0.00E+00
682.9,3.84E-02,1.47E-02,0.00E+00
683,3.81E-02,1.46E-02,0.00E+00
683.1,3.78E-02,1.45E-02,0.00E+00
683.2,3.75E-02,1.44E-02,0.00E+00
683.3,3.73E-02,1.43E-02,0.00E+00
683.4,3.70E-02,1.42E-02,0.00E+00
683.5,3.67E-02,1.41E-02,0.00E+00
683.6,3.65E-02,1.40E-02,0.00E+00
683.7,3.62E-02,1.39E-02,0.00E+00
683.8,3.59E-02,1.38E-02,0.00E+00
683.9,3.57E-02,1.37E-02,0.00E+00
684,3.54E-02,1.36E-02,0.00E+00
684.1,3.52E-02,1.35E-02,0.00E+00
684.2,3.49E-02,1.34E-02,0.00E+00
684.3,3.47E-02,1.33E-02,0.00E+00
684.4,3.44E-02,1.32E-02,0.00E+00
684.5,3.42E-02,1.31E-02,0.00E+00
684.6,3.39E-02,1.30E-02,0.00E+00
684.7,3.37E-02,1.29E-02,0.00E+00
684.8,3.34E-02,1.28E-02,0.00E+00
684.9,3.32E-02,1.27E-02,0.00E+00
685,3.29E-02,1.26E-02,0.00E+00
685.1,3.27E-02,1.25E-02,0.00E+00
685.2,3.24E-02,1.24E-02,0.00E+00
685.3,3.22E-02,1.23E-02,0.00E+00
685.4,3.20E-02,1.22E-02,0.00E+00
685.5,3.17E-02,1.22E-02,0.00E+00
685.6,3.15E-02,1.21E-02,0.00E+00
685.7,3.13E-02,1.20E-02,0.00E+00
685.8,3.10E-02,1.19E-02,0.00E+00
685.9,3.08E-02,1.18E-02,0.00E+00
686,3.06E-02,1.17E-02,0.00E+00
686.1,3.03E-02,1.16E-02,0.00E+00
686.2,3.01E-02,1.15E-02,0.00E+00
686.3,2.99E-02,1.14E-02,0.00E+00
686.4,2.97E-02,1.14E-02,0.00E+00
686.5,2.94E-02,1.13E-02,0.00E+00
686.6,2.92E-02,1.12E-02,0.00E+00
686.7,2.90E-02,1.11E-02,0.00E+00
686.8,2.88E-02,1.10E-02,0.00E+00
686.9,2.86E-02,1.09E-02,0.00E+00
687,2.83E-02,1.09E-02,0.00E+00
687.1,2.81E-02,1.08E-02,0.00E+00
687.2,2.79E-02,1.07E-02,0.00E+00
687.3,2.77E-02,1.06E-02,0.00E+00
687.4,2.75E-02,1.05E-02,0.00E+00
687.5,2.73E-02,1.05E-02,0.00E+00
687.6,2.71E-02,1.04E-02,0.00E+00
687.7,2.69E-02,1.03E-02,0.00E+00
687.8,2.67E-02,1.02E-02,0.00E+00
687.9,2.65E-02,1.01E-02,0.00E+00
688,2.63E-02,1.01E-02,0.00E+00
688.1,2.61E-02,9.99E-03,0.00E+00
688.2,2.59E-02,9.91E-03,0.00E+00
688.3,2.57E-02,9.84E-03,0.00E+00
688.4,2.55E-02,9.77E-03,0.00E+00
688.5,2.53E-02,9.69E-03,0.00E+00
688.6,2.51E-02,9.62E-03,0.00E+00
688.7,2.49E-02,9.55E-03,0.00E+00
688.8,2.47E-02,9.47E-03,0.00E+00
688.9,2.46E-02,9.40E-03,0.00E+00
689,2.44E-02,9.33E-03,0.00E+00
689.1,2.42E-02,9.26E-03,0.00E+00
689.2,2.40E-02,9.19E-03,0.00E+00
689.3,2.38E-02,9.13E-03,0.00E+00
689.4,2.37E-02,9.06E-03,0.00E+00
689.5,2.35E-02,8.99E-03,0.00E+00
689.6,2.33E-02,8.92E-03,0.00E+00
689.7,2.31E-02,8.86E-03,0.00E+00
689.8,2.30E-02,8.79E-03,0.00E+00
689.9,2.28E-02,8.73E-03,0.00E+00
690,2.26E-02,8.66E-03,0.00E+00
690.1,2.25E-02,8.60E-03,0.00E+00
690.2,2.23E-02,8.53E-03,0.00E+00
690.3,2.21E-02,8.47E-03,0.00E+00
690.4,2.20E-02,8.41E-03,0.00E+00
690.5,2.18E-02,8.35E-03,0.00E+00
690.6,2.16E-02,8.29E-03,0.00E+00
690.7,2.15E-02,8.23E-03,0.00E+00
690.8,2.13E-02,8.16E-03,0.00E+00
690.9,2.12E-02,8.11E-03,0.00E+00
691,2.10E-02,8.05E-03,0.00E+00
691.1,2.09E-02,7.99E-03,0.00E+00
691.2,2.07E-02,7.93E-03,0.00E+00
691.3,2.06E-02,7.87E-03,0.00E+00
691.4,2.04E-02,7.81E-03,0.00E+00
691.5,2.03E-02,7.76E-03,0.00E+00
691.6,2.01E-02,7.70E-03,0.00E+00
691.7,2.00E-02,7.65E-03,0.00E+00
691.8,1.98E-02,7.59E-03,0.00E+00
691.9,1.97E-02,7.54E-03,0.00E+00
692,1.95E-02,7.48E-03,0.00E+00
692.1,1.94E-02,7.43E-03,0.00E+00
692.2,1.93E-02,7.37E-03,0.00E+00
692.3,1.91E-02,7.32E-03,0.00E+00
692.4,1.90E-02,7.27E-03,0.00E+00
692.5,1.89E-02,7.22E-03,0.00E+00
692.6,1.87E-02,7.16E-03,0.00E+00
692.7,1.86E-02,7.11E-03,0.00E+00
692.8,1.85E-02,7.06E-03,0.00E+00
692.9,1.83E-02,7.01E-03,0.00E+00
693,1.82E-02,6.96E-03,0.00E+00
693.1,1.81E-02,6.91E-03,0.00E+00
693.2,1.79E-02,6.86E-03,0.00E+00
693.3,1.78E-02,6.81E-03,0.00E+00
693.4,1.77E-02,6.76E-03,0.00E+00
693.5,1.75E-02,6.71E-03,0.00E+00
693.6,1.74E-02,6.67E-03,0.00E+00
693.7,1.73E-02,6.62E-03,0.00E+00
693.8,1.72E-02,6.57E-03,0.00E+00
693.9,1.70E-02,6.52E-03,0.00E+00
694,1.69E-02,6.48E-03,0.00E+00
694.1,1.68E-02,6.43E-03,0.00E+00
694.2,1.67E-02,6.38E-03,0.00E+00
694.3,1.66E-02,6.34E-03,0.00E+00
694.4,1.64E-02,6.29E-03,0.00E+00
694.5,1.63E-02,6.25E-03,0.00E+00
694.6,1.62E-02,6.20E-03,0.00E+00
694.7,1.61E-02,6.16E-03,0.00E+00
694.8,1.60E-02,6.12E-03,0.00E+00
694.9,1.59E-02,6.07E-03,0.00E+00
695,1.58E-02,6.03E-03,0.00E+00
695.1,1.56E-02,5.98E-03,0.00E+00
695.2,1.55E-02,5.94E-03,0.00E+00
695.3,1.54E-02,5.90E-03,0.00E+00
695.4,1.53E-02,5.86E-03,0.00E+00
695.5,1.52E-02,5.81E-03,0.00E+00
695.6,1.51E-02,5.77E-03,0.00E+00
695.7,1.50E-02,5.73E-03,0.00E+00
695.8,1.49E-02,5.69E-03,0.00E+00
695.9,1.48E-02,5.65E-03,0.00E+00
696,1.47E-02,5.61E-03,0.00E+00
696.1,1.46E-02,5.57E-03,0.00E+00
696.2,1.44E-02,5.53E-03,0.00E+00
696.3,1.43E-02,5.49E-03,0.00E+00
696.4,1.42E-02,5.45E-03,0.00E+00
696.5,1.41E-02,5.41E-03,0.00E+00
696.6,1.40E-02,5.37E-03,0.00E+00
696.7,1.39E-02,5.33E-03,0.00E+00
696.8,1.38E-02,5.29E-03,0.00E+00
696.9,1.37E-02,5.25E-03,0.00E+00
697,1.36E-02,5.22E-03,0.00E+00
697.1,1.35E-02,5.18E-03,0.00E+00
697.2,1.34E-02,5.14E-03,0.00E+00
697.3,1.33E-02,5.10E-03,0.00E+00
697.4,1.32E-02,5.07E-03,0.00E+00
697.5,1.32E-02,5.03E-03,0.00E+00
697.6,1.31E-02,4.99E-03,0.00E+00
697.7,1.30E-02,4.96E-03,0.00E+00
697.8,1.29E-02,4.92E-03,0.00E+00
697.9,1.28E-02,4.89E-03,0.00E+00
698,1.27E-02,4.85E-03,0.00E+00
698.1,1.26E-02,4.82E-03,0.00E+00
698.2,1.25E-02,4.78E-03,0.00E+00
698.3,1.24E-02,4.75E-03,0.00E+00
698.4,1.23E-02,4.71E-03,0.00E+00
698.5,1.22E-02,4.68E-03,0.00E+00
698.6,1.21E-02,4.64E-03,0.00E+00
698.7,1.21E-02,4.61E-03,0.00E+00
698.8,1.20E-02,4.58E-03,0.00E+00
698.9,1.19E-02,4.54E-03,0.00E+00
699,1.18E-02,4.51E-03,0.00E+00
699.1,1.17E-02,4.48E-03,0.00E+00
699.2,1.16E-02,4.45E-03,0.00E+00
699.3,1.15E-02,4.41E-03,0.00E+00
699.4,1.15E-02,4.38E-03,0.00E+00
699.5,1.14E-02,4.35E-03,0.00E+00
699.6,1.13E-02,4.32E-03,0.00E+00
699.7,1.12E-02,4.29E-03,0.00E+00
699.8,1.11E-02,4.26E-03,0.00E+00
699.9,1.10E-02,4.23E-03,0.00E+00
700,1.10E-02,4.20E-03,0.00E+00
700.1,1.09E-02,4.17E-03,0.00E+00
700.2,1.08E-02,4.14E-03,0.00E+00
700.3,1.07E-02,4.11E-03,0.00E+00
700.4,1.07E-02,4.08E-03,0.00E+00
700.5,1.06E-02,4.05E-03,0.00E+00
700.6,1.05E-02,4.02E-03,0.00E+00
700.7,1.04E-02,3.99E-03,0.00E+00
700.8,1.03E-02,3.96E-03,0.00E+00
700.9,1.03E-02,3.93E-03,0.00E+00
701,1.02E-02,3.90E-03,0.00E+00
701.1,1.01E-02,3.87E-03,0.00E+00
701.2,1.01E-02,3.85E-03,0.00E+00
701.3,9.98E-03,3.82E-03,0.00E+00
701.4,9.91E-03,3.79E-03,0.00E+00
701.5,9.84E-03,3.76E-03,0.00E+00
701.6,9.76E-03,3.74E-03,0.00E+00
701.7,9.69E-03,3.71E-03,0.00E+00
701.8,9.62E-03,3.68E-03,0.00E+00
701.9,9.55E-03,3.65E-03,0.00E+00
702,9.48E-03,3.63E-03,0.00E+00
702.1,9.42E-03,3.60E-03,0.00E+00
702.2,9.35E-03,3.58E-03,0.00E+00
702.3,9.28E-03,3.55E-03,0.00E+00
702.4,9.21E-03,3.52E-03,0.00E+00
702.5,9.14E-03,3.50E-03,0.00E+00
702.6,9.08E-03,3.47E-03,0.00E+00
702.7,9.01E-03,3.45E-03,0.00E+00
702.8,8.95E-03,3.42E-03,0.00E+00
702.9,8.88E-03,3.40E-03,0.00E+00
703,8.82E-03,3.37E-03,0.00E+00
703.1,8.75E-03,3.35E-03,0.00E+00
703.2,8.69E-03,3.32E-03,0.00E+00
703.3,8.63E-03,3.30E-03,0.00E+00
703.4,8.56E-03,3.28E-03,0.00E+00
703.5,8.50E-03,3.25E-03,0.00E+00
703.6,8.44E-03,3.23E-03,0.00E+00
703.7,8.38E-03,3.20E-03,0.00E+00
703.8,8.31E-03,3.18E-03,0.00E+00
703.9,8.25E-03,3.16E-03,0.00E+00
704,8.19E-03,3.13E-03,0.00E+00
704.1,8.13E-03,3.11E-03,0.00E+00
704.2,8.07E-03,3.09E-03,0.00E+00
704.3,8.01E-03,3.07E-03,0.00E+00
704.4,7.95E-03,3.04E-03,0.00E+00
704.5,7.90E-03,3.02E-03,0.00E+00
704.6,7.84E-03,3.00E-03,0.00E+00
704.7,7.78E-03,2.98E-03,0.00E+00
704.8,7.72E-03,2.95E-03,0.00E+00
704.9,7.67E-03,2.93E-03,0.00E+00
705,7.61E-03,2.91E-03,0.00E+00
705.1,7.55E-03,2.89E-03,0.00E+00
705.2,7.50E-03,2.87E-03,0.00E+00
705.3,7.44E-03,2.85E-03,0.00E+00
705.4,7.39E-03,2.83E-03,0.00E+00
705.5,7.33E-03,2.80E-03,0.00E+00
705.6,7.28E-03,2.78E-03,0.00E+00
705.7,7.22E-03,2.76E-03,0.00E+00
705.8,7.17E-03,2.74E-03,0.00E+00
705.9,7.11E-03,2.72E-03,0.00E+00
706,7.06E-03,2.70E-03,0.00E+00
706.1,7.01E-03,2.68E-03,0.00E+00
706.2,6.96E-03,2.66E-03,0.00E+00
706.3,6.90E-03,2.64E-03,0.00E+00
706.4,6.85E-03,2.62E-03,0.00E+00
706.5,6.80E-03,2.60E-03,0.00E+00
706.6,6.75E-03,2.58E-03,0.00E+00
706.7,6.70E-03,2.56E-03,0.00E+00
706.8,6.65E-03,2.54E-03,0.00E+00
706.9,6.60E-03,2.52E-03,0.00E+00
707,6.55E-03,2.51E-03,0.00E+00
707.1,6.50E-03,2.49E-03,0.00E+00
707.2,6.45E-03,2.47E-03,0.00E+00
707.3,6.40E-03,2.45E-03,0.00E+00
707.4,6.35E-03,2.43E-03,0.00E+00
707.5,6.31E-03,2.41E-03,0.00E+00
707.6,6.26E-03,2.39E-03,0.00E+00
707.7,6.21E-03,2.38E-03,0.00E+00
707.8,6.16E-03,2.36E-03,0.00E+00
707.9,6.12E-03,2.34E-03,0.00E+00
708,6.07E-03,2.32E-03,0.00E+00
708.1,6.03E-03,2.31E-03,0.00E+00
708.2,5.98E-03,2.29E-03,0.00E+00
708.3,5.94E-03,2.27E-03,0.00E+00
708.4,5.89E-03,2.25E-03,0.00E+00
708.5,5.85E-03,2.24E-03,0.00E+00
708.6,5.80E-03,2.22E-03,0.00E+00
708.7,5.76E-03,2.20E-03,0.00E+00
708.8,5.71E-03,2.19E-03,0.00E+00
708.9,5.67E-03,2.17E-03,0.00E+00
709,5.63E-03,2.15E-03,0.00E+00
709.1,5.58E-03,2.14E-03,0.00E+00
709.2,5.54E-03,2.12E-03,0.00E+00
709.3,5.50E-03,2.10E-03,0.00E+00
709.4,5.46E-03,2.09E-03,0.00E+00
709.5,5.42E-03,2.07E-03,0.00E+00
709.6,5.38E-03,2.06E-03,0.00E+00
709.7,5.34E-03,2.04E-03,0.00E+00
709.8,5.29E-03,2.03E-03,0.00E+00
709.9,5.25E-03,2.01E-03,0.00E+00
710,5.21E-03,2.00E-03,0.00E+00
710.1,5.18E-03,1.98E-03,0.00E+00
710.2,5.14E-03,1.97E-03,0.00E+00
710.3,5.10E-03,1.95E-03,0.00E+00
710.4,5.06E-03,1.94E-03,0.00E+00
710.5,5.02E-03,1.92E-03,0.00E+00
710.6,4.98E-03,1.91E-03,0.00E+00
710.7,4.94E-03,1.89E-03,0.00E+00
710.8,4.91E-03,1.88E-03,0.00E+00
710.9,4.87E-03,1.86E-03,0.00E+00
711,4.83E-03,1.85E-03,0.00E+00
711.1,4.80E-03,1.84E-03,0.00E+00
711.2,4.76E-03,1.82E-03,0.00E+00
711.3,4.72E-03,1.81E-03,0.00E+00
711.4,4.69E-03,1.79E-03,0.00E+00
711.5,4.65E-03,1.78E-03,0.00E+00
711.6,4.62E-03,1.77E-03,0.00E+00
711.7,4.58E-03,1.75E-03,0.00E+00
711.8,4.55E-03,1.74E-03,0.00E+00
711.9,4.51E-03,1.73E-03,0.00E+00
712,4.48E-03,1.71E-03,0.00E+00
712.1,4.44E-03,1.70E-03,0.00E+00
712.2,4.41E-03,1.69E-03,0.00E+00
712.3,4.38E-03,1.68E-03,0.00E+00
712.4,4.34E-03,1.66E-03,0.00E+00
712.5,4.31E-03,1.65E-03,0.00E+00
712.6,4.28E-03,1.64E-03,0.00E+00
712.7,4.25E-03,1.63E-03,0.00E+00
712.8,4.21E-03,1.61E-03,0.00E+00
712.9,4.18E-03,1.60E-03,0.00E+00
713,4.15E-03,1.59E-03,0.00E+00
713.1,4.12E-03,1.58E-03,0.00E+00
713.2,4.09E-03,1.57E-03,0.00E+00
713.3,4.06E-03,1.55E-03,0.00E+00
713.4,4.03E-03,1.54E-03,0.00E+00
713.5,4.00E-03,1.53E-03,0.00E+00
713.6,3.97E-03,1.52E-03,0.00E+00
713.7,3.94E-03,1.51E-03,0.00E+00
713.8,3.91E-03,1.50E-03,0.00E+00
713.9,3.88E-03,1.48E-03,0.00E+00
714,3.85E-03,1.47E-03,0.00E+00
714.1,3.82E-03,1.46E-03,0.00E+00
714.2,3.79E-03,1.45E-03,0.00E+00
714.3,3.76E-03,1.44E-03,0.00E+00
714.4,3.73E-03,1.43E-03,0.00E+00
714.5,3.71E-03,1.42E-03,0.00E+00
714.6,3.68E-03,1.41E-03,0.00E+00
714.7,3.65E-03,1.40E-03,0.00E+00
714.8,3.62E-03,1.39E-03,0.00E+00
714.9,3.60E-03,1.38E-03,0.00E+00
715,3.57E-03,1.37E-03,0.00E+00
715.1,3.54E-03,1.36E-03,0.00E+00
715.2,3.52E-03,1.35E-03,0.00E+00
715.3,3.49E-03,1.34E-03,0.00E+00
715.4,3.46E-03,1.33E-03,0.00E+00
715.5,3.44E-03,1.32E-03,0.00E+00
715.6,3.41E-03,1.31E-03,0.00E+00
715.7,3.39E-03,1.30E-03,0.00E+00
715.8,3.36E-03,1.29E-03,0.00E+00
715.9,3.34E-03,1.28E-03,0.00E+00
716,3.31E-03,1.27E-03,0.00E+00
716.1,3.29E-03,1.26E-03,0.00E+00
716.2,3.26E-03,1.25E-03,0.00E+00
716.3,3.24E-03,1.24E-03,0.00E+00
716.4,3.22E-03,1.23E-03,0.00E+00
716.5,3.19E-03,1.22E-03,0.00E+00
716.6,3.17E-03,1.21E-03,0.00E+00
716.7,3.15E-03,1.20E-03,0.00E+00
716.8,3.12E-03,1.20E-03,0.00E+00
716.9,3.10E-03,1.19E-03,0.00E+00
717,3.08E-03,1.18E-03,0.00E+00
717.1,3.05E-03,1.17E-03,0.00E+00
717.2,3.03E-03,1.16E-03,0.00E+00
717.3,3.01E-03,1.15E-03,0.00E+00
717.4,2.99E-03,1.14E-03,0.00E+00
717.5,2.96E-03,1.14E-03,0.00E+00
717.6,2.94E-03,1.13E-03,0.00E+00
717.7,2.92E-03,1.12E-03,0.00E+00
717.8,2.90E-03,1.11E-03,0.00E+00
717.9,2.88E-03,1.10E-03,0.00E+00
718,2.86E-03,1.09E-03,0.00E+00
718.1,2.84E-03,1.09E-03,0.00E+00
718.2,2.82E-03,1.08E-03,0.00E+00
718.3,2.79E-03,1.07E-03,0.00E+00
718.4,2.77E-03,1.06E-03,0.00E+00
718.5,2.75E-03,1.06E-03,0.00E+00
718.6,2.73E-03,1.05E-03,0.00E+00
718.7,2.71E-03,1.04E-03,0.00E+00
718.8,2.69E-03,1.03E-03,0.00E+00
718.9,2.67E-03,1.02E-03,0.00E+00
719,2.65E-03,1.02E-03,0.00E+00
719.1,2.63E-03,1.01E-03,0.00E+00
719.2,2.61E-03,1.00E-03,0.00E+00
719.3,2.60E-03,9.95E-04,0.00E+00
719.4,2.58E-03,9.87E-04,0.00E+00
719.5,2.56E-03,9.80E-04,0.00E+00
719.6,2.54E-03,9.73E-04,0.00E+00
719.7,2.52E-03,9.66E-04,0.00E+00
719.8,2.50E-03,9.59E-04,0.00E+00
719.9,2.48E-03,9.52E-04,0.00E+00
720,2.46E-03,9.45E-04,0.00E+00
720.1,2.45E-03,9.38E-04,0.00E+00
720.2,2.43E-03,9.31E-04,0.00E+00
720.3,2.41E-03,9.24E-04,0.00E+00
720.4,2.39E-03,9.17E-04,0.00E+00
720.5,2.38E-03,9.11E-04,0.00E+00
720.6,2.36E-03,9.04E-04,0.00E+00
720.7,2.34E-03,8.97E-04,0.00E+00
720.8,2.32E-03,8.91E-04,0.00E+00
720.9,2.31E-03,8.84E-04,0.00E+00
721,2.29E-03,8.78E-04,0.00E+00
721.1,2.27E-03,8.71E-04,0.00E+00
721.2,2.26E-03,8.65E-04,0.00E+00
721.3,2.24E-03,8.58E-04,0.00E+00
721.4,2.22E-03,8.52E-04,0.00E+00
721.5,2.21E-03,8.46E-04,0.00E+00
721.6,2.19E-03,8.39E-04,0.00E+00
721.7,2.17E-03,8.33E-04,0.00E+00
721.8,2.16E-03,8.27E-04,0.00E+00
721.9,2.14E-03,8.21E-04,0.00E+00
722,2.13E-03,8.15E-04,0.00E+00
722.1,2.11E-03,8.09E-04,0.00E+00
722.2,2.09E-03,8.03E-04,0.00E+00
722.3,2.08E-03,7.97E-04,0.00E+00
722.4,2.06E-03,7.91E-04,0.00E+00
722.5,2.05E-03,7.86E-04,0.00E+00
722.6,2.03E-03,7.80E-04,0.00E+00
722.7,2.02E-03,7.74E-04,0.00E+00
722.8,2.00E-03,7.68E-04,0.00E+00
722.9,1.99E-03,7.63E-04,0.00E+00
723,1.97E-03,7.57E-04,0.00E+00
723.1,1.96E-03,7.52E-04,0.00E+00
723.2,1.95E-03,7.46E-04,0.00E+00
723.3,1.93E-03,7.41E-04,0.00E+00
723.4,1.92E-03,7.35E-04,0.00E+00
723.5,1.90E-03,7.30E-04,0.00E+00
723.6,1.89E-03,7.24E-04,0.00E+00
723.7,1.87E-03,7.19E-04,0.00E+00
723.8,1.86E-03,7.14E-04,0.00E+00
723.9,1.85E-03,7.09E-04,0.00E+00
724,1.83E-03,7.03E-04,0.00E+00
724.1,1.82E-03,6.98E-04,0.00E+00
724.2,1.81E-03,6.93E-04,0.00E+00
724.3,1.79E-03,6.88E-04,0.00E+00
724.4,1.78E-03,6.83E-04,0.00E+00
724.5,1.77E-03,6.78E-04,0.00E+00
724.6,1.75E-03,6.73E-04,0.00E+00
724.7,1.74E-03,6.68E-04,0.00E+00
724.8,1.73E-03,6.63E-04,0.00E+00
724.9,1.72E-03,6.58E-04,0.00E+00
725,1.70E-03,6.54E-04,0.00E+00
725.1,1.69E-03,6.49E-04,0.00E+00
725.2,1.68E-03,6.44E-04,0.00E+00
725.3,1.67E-03,6.40E-04,0.00E+00
725.4,1.65E-03,6.35E-04,0.00E+00
725.5,1.64E-03,6.30E-04,0.00E+00
725.6,1.63E-03,6.26E-04,0.00E+00
725.7,1.62E-03,6.21E-04,0.00E+00
725.8,1.61E-03,6.17E-04,0.00E+00
725.9,1.60E-03,6.12E-04,0.00E+00
726,1.58E-03,6.08E-04,0.00E+00
726.1,1.57E-03,6.03E-04,0.00E+00
726.2,1.56E-03,5.99E-04,0.00E+00
726.3,1.55E-03,5.95E-04,0.00E+00
726.4,1.54E-03,5.90E-04,0.00E+00
726.5,1.53E-03,5.86E-04,0.00E+00
726.6,1.52E-03,5.82E-04,0.00E+00
726.7,1.51E-03,5.78E-04,0.00E+00
726.8,1.49E-03,5.74E-04,0.00E+00
726.9,1.48E-03,5.69E-04,0.00E+00
727,1.47E-03,5.65E-04,0.00E+00
727.1,1.46E-03,5.61E-04,0.00E+00
727.2,1.45E-03,5.57E-04,0.00E+00
727.3,1.44E-03,5.53E-04,0.00E+00
727.4,1.43E-03,5.49E-04,0.00E+00
727.5,1.42E-03,5.45E-04,0.00E+00
727.6,1.41E-03,5.41E-04,0.00E+00
